Company_Name,Sector,Stage,Location,What_it_does,Funding_Amount($),Year,Investor,Redistributed_sector
Pocket FM,FM,Series A,Bangalore,Pocket FM is an audiobook & podcast app that brings you over 10K+ popular audiobooks.,5000000.0,2020,"Times Group, Lightspeed",Others
Snackible,Healthcare,Bridge,Mumbai,Snackible operates a health-food production company designed to sell healthy snack food via online and offline channels.,3000000.0,2020,"Mumbai Angels, Murali Nair",Others
FreshtoHome,E-commerce,Bridge,Bangalore,Freshtohome is an e-commerce platform for fresh and chemical-free seafood.,16000000.0,2020,"Ascent Capital, Iron Pillar",Others
Jumbotail,Retail,Series B,Bangalore,Jumbotail is solving an important problem of organising food and grocery ecosystem in India,11000000.0,2020,"Nexus Venture Partners, Capria Ventures",E-Commerce & Retail
Nykaa,E-commerce,Series B,Mumbai,Nykaa is an online marketplace for different beauty and wellness products.,3000000.0,2020,"Katrina Kaif, Steadview Capital",Others
TagZ Foods,Food,Series B,Bangalore,TagZ Foods is a supplier of snacks and food products.,3000000.0,2020,"Exfinity Venture Partners, Shesh Kondi",Others
Genius Teacher,EdTech,Series B,Mumbai,"Genius Teacher creates engaging educational content, delivers fun learning experience to the students",2000000.0,2020,"Sandeep Tandon, Daniel Lapus",Education
Krimanshi Feeds,Nutrition sector,Series B,Jodhpur,Krimanshi aims to increase rural income by improving the productivity of Indian cattle with better quality feed.,500000.0,2020,"Rajasthan Venture Capital Fund, AIM Smart City",Health & Medical
Origo,AgriTech,Debt,Gurugram,Provider of marketing and warehousing services for agricultural commodities.,4000000.0,2020,Northern Arc Capital,Agriculture
GetVantage,FinTech,Seed,Mumbai,GetVantage is India and Southeast Asia's first fintech enabled Revenue-based financing platform.,5000000.0,2020,"Samyakth Capital, Venture Catalysts",Finance
Betterplace,Tech platform,Series B,Bangalore,Developer of a digital verification platform designed to manage the semi-formal workforce.,10000000.0,2020,Jungle Ventures,Others
Biddano,Healthcare,Pre Series A,Mumbai,India's 1st tech-enabled healthcare logistics platform.,600000.0,2020,Windrose Capital,Others
InVideo,Video,Series A,Mumbai,InVideo enables you to transform your content into great videos.,15000000.0,2020,"Base Partners, Sequoia Capital India",Others
Arzooo,Retail Tech,Series A,Bangalore,"Retail tech platform empowering 300,000+ small retailers in electronics space to compete with big organised players and increase sales",7500000.0,2020,"3Lines, Jabbar Internet Group",E-Commerce & Retail
Hubilo,Tech company,Seed,San Francisco,World’s smartest virtual event platform that brings Experience & Intelligence together,4500000.0,2020,"Nishant Rao, Jonathan Boutelle",Others
BASIC Home Loan,FinTech,Seed,Gurugram,"A platform for automating home loans for middle and low-income households in India,",5000000.0,2020,Picus Capital,Finance
Ketos,AI startup,Seed,San Francisco,KETOS provides hardware and software analytics solutions and real-time data for usage and flow across water systems.,18000000.0,2020,"Citi Ventures, Illuminated Funds Group",Technology & IT
SUGAR cosmetics,Cosmetics,Debt,Mumbai,It is a cruelty-free makeup brand providing cosmetics that is high on style and higher on performance.,2000000.0,2020,"A91 Partners, RB Investments Pte. Ltd",Fashion & Beauty
Signzy,FinTech,Debt,Bangalore,It is creating 'building blocks for a Digital Trust system.,5400000.0,2020,"GenNext Ventures, Contrarian Drishti Partners",Finance
Ahaguru,EdTech,Series A,Chennai,"It is conducting IIT JEE Coach for Physics, Math and Chemistry easily.",3000000.0,2020,Anand Mahindra,Education
Tekion,AI startup,Series C,San Ramon,It is a cloud-built platform with advanced machine learning and AI capabilities for a personalized and seamless consumer experience.,150000000.0,2020,"Alliance Ventures, Storm Ventures",Technology & IT
Brighteye Ventures,EdTech,Series C,Paris,Education technology venture capital firm.,5400000.0,2020,Tandem,Education
EzeRx,Medtech,Seed,Kolkata,Developer and manufacturer of medical devices,200000.0,2020,"Indian Oil Corporation, Krishna Chakravarty",Others
VitalTech,HeathTech,Seed,Plano,"VitalTech is a develop technologies that empower patients to better care for their safety,",3000000.0,2020,Tech Mahindra,Others
Genius Teacher,EdTech,Seed,Mumbai,"Genius Teacher creates engaging educational content, delivers fun learning experience to the students",2000000.0,2020,"Whiteboard Capital, VKG Ventures LLP.",Education
Ultraviolette Automotive,Automobiles,Series B,Bangalore,Ultraviolette Automotive is a technology startup working on electric two-wheelers and energy infrastructure.,4000000.0,2020,TVS Motor Company,Others
Tring,Social Media,Series B,Mumbai,"Tring is a celebrity engagement platform, for all occasions including birthday, anniversaries, get well soon messages.",3000000.0,2020,"Sujeet Kumar, Hemesh Singh",Technology & IT
Rare Planet,Retail startup,Pre Series A,Kolkata,Rare Planet sells handicrafts made by local artisans.,400000.0,2020,Venture Catalysts,E-Commerce & Retail
GoodGamer,Gaming,Seed,Bangalore,GoodGamer is India's first Daily Fantasy Sports and true Esports gaming platform.,2500000.0,2020,Inflection Point Ventures,Sports & Fitness
InnAccel,Medtech,Pre Series A,Bangalore,"A building a portfolio of novel medical devices designed, engineered, and priced for global Emerging Markets.",1500000.0,2020,Mount Judi Ventures,Others
Tiliter,Retail,Pre Series A,Sydney,Software that uses computer vision to recognise products without barcodes,7500000.0,2020,"AngelList, Investec",E-Commerce & Retail
Slintel,Sles and marketing,Pre Series A,San Francisco,"Slintel, a leader in capturing technographics-powered buying intent, helps companies uncover the 3% of active buyers in their target market.",4200000.0,2020,"Accel, Stellaris Venture Partners",Others
SoOLEGAL,LegalTech,Pre Series A,New Delhi,"SoOLEGAL is a global integrated directory of lawyers, legal aid organizations, and Law firms.",4000000.0,2020,Inflection Point Ventures,Others
HobSpace,EdTech,Seed,Mumbai,India's Activity Hub for Kids,200000.0,2020,Artha Venture,Education
Supplynote,SaaS startup,Seed,Noida,Supplynote is India's leading procurement platform with a unique stack of SAAS and E-commerce to solve the procurement problem,500000.0,2020,"MOX, SOSV",Technology & IT
Hire Me Car,Car Service,Seed,Noida,India's largest cloud based digital discovery and services provisioning platform for the taxi rental,3000000.0,2020,Inflection Point Ventures,Others
ShopUp,E-commerce,Series A,Bangaldesh,"ShopUp provides easy access to B2B sourcing, last-mile logistics, digital credit, and business management solutions to small businesses.",22000000.0,2020,"Flourish Ventures, Lonsdale Capital",Others
Harmonizer India,Tech Startup,Series A,Bangalore,"Energy-efficient solutions based on the Artificial Intelligence, Machine Learning and Internet of Things technology,",3000000.0,2020,Kapil Dev,Others
Zomato,FoodTech,Series A,Gurugram,Zomato is a food delivery and restaurant discovery site that provides information and reviews about restaurants.,52000000.0,2020,"Kora, Tiger Global Management",Food & Beverage
Dukaan,Tech Startup,Seed,Mumbai,Developer of an android application designed for businesses to sell online.,6000000.0,2020,"Lightspeed, Matrix Partners.",Others
CredR,Bike marketplace,Seed,Mumbai,India’s Only 100% Inspected and Certified Used Bikes Marketplace.,2000000.0,2020,"Eight Roads Ventures, On Mauritius",Others
Satyukt,Agri tech,Seed,Bangalore,An agritech company that provides business to business (B2B) agricultural data,500000.0,2020,"NABVENTURES, Social Alpha (India)",Others
RACEnergy,Automobiles,Seed,Hyderabad,RACEnergy builds and deploys battery swapping infrastructure for use in various segments of vehicles.,3000000.0,2020,"growX Ventures, Huddle (Incubator)",Others
TREAD,Fitness startup,Pre-Seed,Bangalore,A homegrown fitness startup that aims to advance the 'Fit India' initiative by offering holistic and affordable workouts.,1100000.0,2020,"Better Capital, Kunal Shah, Gaurav Munjal",Sports & Fitness
Anveshan,FoodTech,Pre-Seed,Bangalore,Provide quality and healthy food products,100000.0,2020,Titan Capital,Food & Beverage
TeaMonk,Food & Bevarages,Pre Series A,Bangalore,India's Finest Specialty Tea company.,900000.0,2020,"Lead Angels Network, Roots Ventures",Others
Fleetx,Tech Startup,Pre Series B,Gurugram,"Fleetx is an intelligent data platform which uses AI, machine learning, sensors and predictive analytics to help fleet owners.",3000000.0,2020,"Rohit Bansal, Rohan Ranavat",Others
ReNEWate,Real Estate,Pre-Seed,Pune,"Tech platform helping millions of renovation contractors, property improvement professionals and businesses manage their business digitally.",3000000.0,2020,Real Estate Accelerator Program,Construction & Real Estate
Tango Eye,SaaS startup,Seed,Chennai,Retail Video Analytics SaaS product,3000000.0,2020,"Riso Investments, Lenskart",Technology & IT
Rare Planet,Reatil startup,Pre Series A,Kolkata,Rare Planet sells handicrafts made by local artisans.,3000000.0,2020,Venture Catalysts,Others
Avataa Me,AR platform,Series A,Bangalore,AVATAAR.ME is a deep-tech 3D AR platform which delivers personalized fashion discovery experience to users on mobile devices.,7000000.0,2020,Sequoia Capital India,Others
Arrival,EV startup,Series A,London,Arrival is a technology company that specializes in developing electric vehicles.,118000000.0,2020,"UPS Ventures, Hyundai Motor Company",Others
Cover Genius,FinTech,Series A,Sydney,Cover Genius provides an insurance distribution platform designed to protect the customers of e-commerce companies,15000000.0,2020,"King River Capital, Leap Capital",Finance
Phononic Vibes,Deeptech,Series A,Milano,"Phononic Vibes introduces a new patented technology for vibration and noise control and isolation, with a circular economy approach.",2300000.0,2020,Inflection Point Ventures,Others
MikeLegal,LegalTech,Seed,Gurugram,MikeLegal is an AI powered legal associate that aims to build an ecosystem of legal tools,3000000.0,2020,"SOSV, Artesian",Others
Clair,FinTech,Seed,New York,Clair is a social fintech that provides Instant Pay Access as a Service for human capital management and gig platforms.,4500000.0,2020,"Upfront Ventures, Walkabout Ventures",Finance
Gourmet Garden,Consumer Goods,Seed,Palmwoods,Gourmet Garden is a global market leader in chilled convenient packaged herbs.,3000000.0,2020,Advent Partners,Others
Miko,AI startup,Pre Series B,Mumbai,"Miko is an advanced robotics startup founded by three IIT Bombay post-graduates on the pillars of robotics, AI & IoT.",3000000.0,2020,"Stride Ventures, YourNest Venture Capital",Technology & IT
Razorpay,FinTech,Series D,Bangalore,"Razorpay is a platform that enables businesses to accept, process, and disburse payments.",100000000.0,2020,"Tiger Global Management, Sequoia Capital India",Finance
Ninjacart,Food Industry,Series D,Bangalore,"Ninjacart is a business-to-business fresh produce supply chain that connects farmers, manufactures, and brands to retailers directly.",30000000.0,2020,"Syngenta Ventures, Walmart",Food & Beverage
Wow! Momo,Food Industry,Debt,Kolkata,Wow! Momo is a chain of fast-food restaurants that specializes in momos.,5000000.0,2020,"Tiger Global Management, William Bissell",Food & Beverage
Pepper Content,Content marketplace,Series A,Mumbai,Pepper Content is a Content-Mediation Platform that connects talented writers to organisations that require content.,4200000.0,2020,"Alok Mittal, Manan Maheshwari",Others
LIVSPACE,Interior Design,Debt,Bangalore,"Livspace is an interior design startup that offers a platform that connects people to designers, services, and products.",4000000.0,2020,"Mercer Investments, Bessemer Venture Partners",E-Commerce & Retail
Acculi Labs,Healthcare,Seed,Bangalore,Acculi Labs is a clinical grade smartphone based diagnostic tool,600000.0,2020,Startup Basket.,Others
Your MD,Healthcare,Seed,London,Your.MD is a platform committed to helping a billion people find their health by unlocking self-care with digital technology.,25000000.0,2020,"Orkla Ventures, Smedvig Capital",Others
Antaios,Tech company,Seed,France,Developer of memory-based technology intended to solve issues of advanced computing.,11000000.0,2020,Inflection Point Ventures,Others
Unnati,AgriTech,Pre Series A,Noida,A helping hand to the farming community through Artificial Intelligence,1700000.0,2020,NABVENTURES,Agriculture
Disprz,EdTech,Pre Series B,Chennai,"Disprz is a one-of-its-kind “knowledge-tech” start-up that strives to make people knowledgeable, productive and smarter at what they do.",1600000.0,2020,"Xseed Partners, InnoVen Capital",Education
Uni,FinTech,Seed,Mumbai,The team aims to bridge the gap for credit cards and make them more accessible for people across different regions.,18500000.0,2020,"Lightspeed India Partners, Accel India",Finance
Credit Wise Capital,FinTech,Seed,Mumbai,CreditWise Capital is a consumer finance company.,6000000.0,2020,Venture Catalysts,Finance
Chargebee,SaaS startup,Series F,San Francisco,Chargebee is a PCI Level 1 certified subscription and recurring billing system for SaaS and subscription based eCommerce businesses,55000000.0,2020,"Accel, Steadview Capital",Technology & IT
Reliance Retail Ventures Ltd,Retail,Series F,Mumbai,"Reliance Retail offers online shopping and a chain of neighborhood stores, supermarkets, and wholesale/specialty stores.",70000000000.0,2020,"Silver Lake, Mubadala Investment Company",E-Commerce & Retail
Winuall,EdTech,Series F,Bangalore,"Winuall specializes in the fields of E-learning, online quizzes, and tests, study material for competitive exams.",2000000.0,2020,"Amit Lakhotia, Akash Gehani",Education
